"Name","Image","Expansion","Variation","Era","Origin","Origin Style","Shot Type","Vibe","Type","","Brains","Brawn","Tongue","Hands","Attack","Defense","Description","Effect","","Action","Backdrop Vibe","Backdrop","Artist","Artist Prompt","","Prompt","Link","Image URL","ID","","","Brains Word","Brawn Word","Tongue Word","Hands Word","","","",""
"Dark Minute","","","dark","Age of Resurrection","Generals of Time","clockhorror cyber-official","","tired","cameleopard","","2","3","2","3","Light","Heavy","","","","","colourful","church","Gillien Tutt","Jojo's Bizarre Adventure, psychedelic, Square Enix, scrimshaw, graphic style illustration, by Simon Stalenhag, creative","","a dark clockhorror cyber-official tired cameleopard  in a colourful church, smart, powerful, eloquent, skilled, Jojo's Bizarre Adventure, psychedelic, Square Enix, scrimshaw, graphic style illustration, by Simon Stalenhag, creative --dd","https://www.midjourney.com/app/jobs/a7658d98-fbc9-48ab-afad-0793ba693e53/","https://media.discordapp.net/attachments/1010678628352262184/1120306647508729896/acrownofmoths_a_dark_clockhorror_cyber-official_tired_cameleopa_a7658d98-fbc9-48ab-afad-0793ba693e53.png","a7658d98-fbc9-48ab-afad-0793ba693e53","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","eloquent","skilled","","","",""
"Hour","","","","Age of Resurrection","Generals of Time","clockhorror cyber-official","","epic","lich","","3","3","2","2","Medium","Heavy","","","","","slippery","mineshaft","Glup","in the style of Bleach (anime), in the style of Shonen Jump, by Stanley Donwood, extreme illustration --niji 6","","a  clockhorror cyber-official epic lich  in a slippery mineshaft, genius, powerful, eloquent, crafty, in the style of Bleach (anime), in the style of Shonen Jump, by Stanley Donwood, extreme illustration --niji 6 --dd","https://www.midjourney.com/app/jobs/dabfd1ca-dc90-48ae-a7f3-4cb17874d9e6/","https://media.discordapp.net/attachments/1010678628352262184/1120307978579484762/acrownofmoths_a_clockhorror_cyber-official_epic_lich_in_a_slipp_dabfd1ca-dc90-48ae-a7f3-4cb17874d9e6.png","dabfd1ca-dc90-48ae-a7f3-4cb17874d9e6","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","eloquent","crafty","","","",""
"Fawnhat Smuggler","","","","Intermissional Ages","Aresian Trading Guild","greco-merchant guild-pilot","","friendly","juggernaut","","3","3","3","2","Light","Light","","","","","sunken","deciduous forest","Goet Felk","Pre-Raphaelite, diffraction grading, rotoscoped, in the style of Avenged Sevenfold --sref https://s.mj.run/YFoPXQG8BxQ","","a  greco-merchant guild-pilot friendly juggernaut  in a sunken deciduous forest, genius, powerful, charismatic, crafty, Pre-Raphaelite, diffraction grading, rotoscoped, in the style of Avenged Sevenfold --sref https://s.mj.run/YFoPXQG8BxQ --dd","https://www.midjourney.com/app/jobs/e37fd32c-69f5-4403-a6c8-2c55bf15ee00/","https://media.discordapp.net/attachments/1010678628352262184/1120323459906539560/acrownofmoths_a_greco-merchant_guild-pilot_friendly_juggernaut__e37fd32c-69f5-4403-a6c8-2c55bf15ee00.png","e37fd32c-69f5-4403-a6c8-2c55bf15ee00","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","charismatic","crafty","","","",""
"Oracle of Stars Below","","","","Intermissional Ages","Outer Mirrorfields","sky-farm gourdarcheology","","cute","inari","","2","2","2","1","Medium","Medium","","","","","seedy","club","Greep","octane render, Final Fantasy XIV, Subnautica, Jojo's Bizarre Adventure, Final Fantasy XIV, collatz fractal","","a  sky-farm gourdarcheology cute inari  in a seedy club, smart, strong, eloquent, clumsy, octane render, Final Fantasy XIV, Subnautica, Jojo's Bizarre Adventure, Final Fantasy XIV, collatz fractal --dd","https://www.midjourney.com/app/jobs/941f889e-3b30-4a2e-a279-69ede6330f9e/","https://media.discordapp.net/attachments/1010678628352262184/1120347055378927638/acrownofmoths_a_sky-farm_gourdarcheology_cute_hamster_fortune_t_941f889e-3b30-4a2e-a279-69ede6330f9e.png","941f889e-3b30-4a2e-a279-69ede6330f9e","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","eloquent","clumsy","","","",""
"Tattlebird","","","","Intermissional Ages","Bardes Resistance ","celtic-clover resistance-punk","","tropical","bird","","2","1","2","1","Medium","Light","","","","","underwhelming","rough ocean","Guk","scrimshaw, by Paul Pope, dramatic, by Rob Zombie, linocut, flat shaded, by H.R. Giger","","a  celtic-clover resistance-punk tropical bird  in a underwhelming rough ocean, smart, weak, eloquent, clumsy, scrimshaw, by Paul Pope, dramatic, by Rob Zombie, linocut, flat shaded, by H.R. Giger --dd","https://www.midjourney.com/app/jobs/c86110ae-e06e-4932-9dc8-66e1b401836e/","https://media.discordapp.net/attachments/1010678628352262184/1120671289179381790/acrownofmoths_a_celtic-clover_resistance-punk_tropical_bird_in__c86110ae-e06e-4932-9dc8-66e1b401836e.png","c86110ae-e06e-4932-9dc8-66e1b401836e","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","weak","eloquent","clumsy","","","",""
"Avian Surveillance Drone","","","","Age of Resurrection","NULLVOID","cyber-guilt rave-toxin","","gigantic","lyre bird","","1","0","2","2","Heavy","Light","","","","","isolated","crevasse","Hallix Deretuft","by Scott Musgrove, Harajuku fashion, by Mark Ryden, vector illustration","","a  cyber-guilt rave-toxin gigantic lyre bird  in a isolated crevasse, stupid, pathetic, eloquent, crafty, by Scott Musgrove, Harajuku fashion, by Mark Ryden, vector illustration --dd","https://www.midjourney.com/app/jobs/9e43901e-1794-44f0-9e7d-a81f41a48817/","https://media.discordapp.net/attachments/1010678628352262184/1120674959648374834/acrownofmoths_a_cyber-guilt_rave-toxin_gigantic_lyre_bird_in_a__9e43901e-1794-44f0-9e7d-a81f41a48817.png","9e43901e-1794-44f0-9e7d-a81f41a48817","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","pathetic","eloquent","crafty","","","",""
"Thalassoreconnaissance Unit A","","","red","Age of Resurrection","LAZARET","mecha-doom climate-science","","deep sea","guyver","","3","3","0","2","Heavy","Heavy","","","","","frozen","rough ocean","Hart Doppelwood","Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design","","a red mecha-doom climate-science deep sea guyver  in a frozen rough ocean, genius, powerful, repulsive, crafty, Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design --dd","https://www.midjourney.com/app/jobs/4f065096-0e20-418e-874d-e03b6a8e89d8/","https://media.discordapp.net/attachments/1010678628352262184/1120676978551443517/acrownofmoths_a_red_mecha-doom_climate-science_deep_sea_guyver__4f065096-0e20-418e-874d-e03b6a8e89d8.png","4f065096-0e20-418e-874d-e03b6a8e89d8","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Thalassoreconnaissance Unit B","","","blue","Age of Resurrection","LAZARET","mecha-doom climate-science","","deep sea","guyver","","3","3","0","2","Heavy","Heavy","","","","","frozen","rough ocean","Hart Doppelwood","Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design","","a blue mecha-doom climate-science deep sea guyver  in a frozen rough ocean, genius, powerful, repulsive, crafty, Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design --dd","https://www.midjourney.com/app/jobs/c50c4f9c-6d92-49fb-92a5-71934a78a24f/","https://media.discordapp.net/attachments/1010678628352262184/1120677776161243156/acrownofmoths_a_blue_mecha-doom_climate-science_deep_sea_guyver_c50c4f9c-6d92-49fb-92a5-71934a78a24f.png","c50c4f9c-6d92-49fb-92a5-71934a78a24f","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Thalassoreconnaissance Unit C","","","orange","Age of Resurrection","LAZARET","mecha-doom climate-science","","deep sea","guyver","","3","3","0","2","Heavy","Heavy","","","","","frozen","rough ocean","Hart Doppelwood","Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design","","a orange mecha-doom climate-science deep sea guyver  in a frozen rough ocean, genius, powerful, repulsive, crafty, Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design --dd","https://www.midjourney.com/app/jobs/c8c21bb1-888b-4f40-a357-cc297a2ade66/","https://media.discordapp.net/attachments/1010678628352262184/1120678827757162516/acrownofmoths_a_orange_mecha-doom_climate-science_deep_sea_guyv_c8c21bb1-888b-4f40-a357-cc297a2ade66.png","c8c21bb1-888b-4f40-a357-cc297a2ade66","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Thalassoreconnaissance Unit D","","","white","Age of Resurrection","LAZARET","mecha-doom climate-science","","deep sea","guyver","","3","3","0","2","Heavy","Heavy","","","","","frozen","rough ocean","Hart Doppelwood","Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design","","a white mecha-doom climate-science deep sea guyver  in a frozen rough ocean, genius, powerful, repulsive, crafty, Skyward Sword, Horizon Zero Dawn, Darkest Dungeon, by Kraftwerk, minimalist minimalist, vector design --dd","https://www.midjourney.com/app/jobs/1e522d07-a539-4478-949f-8127e277cc3b/","https://media.discordapp.net/attachments/1010678628352262184/1120680291242102784/acrownofmoths_a_white_mecha-doom_climate-science_deep_sea_guyve_1e522d07-a539-4478-949f-8127e277cc3b.png","1e522d07-a539-4478-949f-8127e277cc3b","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","powerful","repulsive","crafty","","","",""
"Scrizard","","","muddy","Age of Resurrection","Erlios Ice Wasters","frost-pagan iciclesurvival","","shimmering","reptile","","0","2","1","2","Light","Medium","","","","","mythical","wasteland","HERALD","in the style of Homestuck and The Matrix, by Damien Hirst, by Riana Moller Art, fashion illustration","","a muddy frost-pagan iciclesurvival shimmering reptile  in a mythical wasteland, moronic, strong, embarrassing, crafty, in the style of Homestuck and The Matrix, by Damien Hirst, by Riana Moller Art, fashion illustration --dd","https://www.midjourney.com/app/jobs/cdfbecc8-b0d1-461b-847d-9f5650c36656/","https://media.discordapp.net/attachments/1010678628352262184/1120817101691699300/acrownofmoths_a_muddy_frost-pagan_iciclesurvival_shimmering_rep_cdfbecc8-b0d1-461b-847d-9f5650c36656.png","cdfbecc8-b0d1-461b-847d-9f5650c36656","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","embarrassing","crafty","","","",""
"Unbirthed","","","flamboyant","Intermissional Ages","Morituri","tentacle-ravage oilcorpse","","miserable","satyr","","1","3","1","2","Light","Light","","","","","wasted","mine","Hermishol Kalaia","netflix, dramatic, cosmic horror, cursed, houdini render, harsh noise","","a flamboyant tentacle-ravage oilcorpse miserable satyr  in a wasted mine, stupid, powerful, embarrassing, crafty, netflix, dramatic, cosmic horror, cursed, houdini render, harsh noise --dd","https://www.midjourney.com/app/jobs/e3212f8c-a9e4-4b2a-83ed-2f2c7e3810c4/","https://media.discordapp.net/attachments/1010678628352262184/1120818892902764595/acrownofmoths_a_flamboyant_tentacle-ravage_oilcorpse_miserable__e3212f8c-a9e4-4b2a-83ed-2f2c7e3810c4.png","e3212f8c-a9e4-4b2a-83ed-2f2c7e3810c4","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","embarrassing","crafty","","","",""
"Glepharom","","","","Intermissional Ages","Oceanwall Treasure Hunters","sunk-step craft-crust","","creepy","crab monster","","2","3","3","1","Light","Medium","","","","","stepped","path","Hither, Hither","in the style of Silent Hill and Courage the Cowardly Dog, tapestry, by Mark Bradford, colour grading, rough heavily textured canvas --niji 6","","a  sunk-step craft-crust creepy crab monster  in a stepped path, smart, powerful, charismatic, clumsy, in the style of Silent Hill and Courage the Cowardly Dog, tapestry, by Mark Bradford, colour grading, rough heavily textured canvas --niji 6 --dd","https://www.midjourney.com/app/jobs/1c52059f-2e75-42b0-811e-11039de78ec3/","https://media.discordapp.net/attachments/1010678628352262184/1120858904734220349/acrownofmoths_a_sunk-step_craft-crust_creepy_crab_monster_in_a__1c52059f-2e75-42b0-811e-11039de78ec3.png","1c52059f-2e75-42b0-811e-11039de78ec3","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","charismatic","clumsy","","","",""
"Mawed Glepharom","","","mawed","Intermissional Ages","Oceanwall Treasure Hunters","sunk-step craft-crust","","funky","crab monster","","2","3","3","1","Light","Medium","","","","","stepped","path","Hither, Hither","in the style of Silent Hill and Courage the Cowardly Dog, tapestry, by Mark Bradford, colour grading, rough heavily textured canvas --niji 6","","a mawed sunk-step craft-crust funky crab monster  in a stepped path, smart, powerful, charismatic, clumsy, in the style of Silent Hill and Courage the Cowardly Dog, tapestry, by Mark Bradford, colour grading, rough heavily textured canvas --niji 6 --dd","https://www.midjourney.com/app/jobs/f6ab92ce-afe1-457f-b8b2-87be94af6602/","https://media.discordapp.net/attachments/1010678628352262184/1120860607558729838/acrownofmoths_a_sunk-step_craft-crust_creepy_crab_monster_in_a__f6ab92ce-afe1-457f-b8b2-87be94af6602.png","f6ab92ce-afe1-457f-b8b2-87be94af6602","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","charismatic","clumsy","","","",""
"Sunwrath","","","","Age of Resurrection","Saltchasers","salt-industrial drought-juggalo","","stupid","mothman","","0","2","1","1","Light","Medium","","","","","sharp","main street","Paliso Corligione","loose outlines, Disco Elysium, by Gauguin, samorost","","a  salt-industrial drought-juggalo stupid mothman  in a sharp main street, moronic, strong, embarrassing, clumsy, loose outlines, Disco Elysium, by Gauguin, samorost --dd","https://www.midjourney.com/app/jobs/5cce1a94-14bb-4f69-a515-d079955f98a5/","https://media.discordapp.net/attachments/1010832809402830908/1124316046942289950/acrownofmoths_a_salt-industrial_drought-juggalo_stupid_mothman__5cce1a94-14bb-4f69-a515-d079955f98a5.png","5cce1a94-14bb-4f69-a515-d079955f98a5","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","embarrassing","clumsy","","","",""
"Armed Sunwrath","","","armed","Age of Resurrection","Saltchasers","salt-industrial drought-juggalo","","stupid","mothman","","0","2","1","1","Light","Medium","","","","","sharp","main street","Paliso Corligione","loose outlines, Disco Elysium, by Gauguin, samorost","","a armed salt-industrial drought-juggalo stupid mothman  in a sharp main street, moronic, strong, embarrassing, clumsy, loose outlines, Disco Elysium, by Gauguin, samorost --dd","https://www.midjourney.com/app/jobs/67d27a64-6267-4e59-9f37-d937ae3625f3/","https://media.discordapp.net/attachments/1010832809402830908/1124316993823187055/acrownofmoths_a_armed_salt-industrial_drought-juggalo_stupid_mo_67d27a64-6267-4e59-9f37-d937ae3625f3.png","67d27a64-6267-4e59-9f37-d937ae3625f3","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","strong","embarrassing","clumsy","","","",""
"Tunnelgrowler","","","","Intermissional Ages","Root Diggers","crunk-mines roots-antikythera","action shot","monstrous","giant ant","","0","3","0","1","Heavy","Heavy","","","","","dusty","mineshaft","Hopscotch","by Alex Pardee, Atari style, by Egon Schiele, k-drama, by Sebastian Schrader, flat shaded, by Mark Bradford, high definition","","a  crunk-mines roots-antikythera monstrous giant ant  in a dusty mineshaft, moronic, powerful, repulsive, clumsy, by Alex Pardee, Atari style, by Egon Schiele, k-drama, by Sebastian Schrader, flat shaded, by Mark Bradford, high definition --dd","https://www.midjourney.com/app/jobs/4c723e71-6b07-49c5-a964-9f454abc7245/","https://media.discordapp.net/attachments/1010678628352262184/1121633001105785003/acrownofmoths_a_crunk-mines_roots-antikythera_monstrous_giant_a_4c723e71-6b07-49c5-a964-9f454abc7245.png","4c723e71-6b07-49c5-a964-9f454abc7245","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","moronic","powerful","repulsive","clumsy","","","",""
"Pickle Dealer","","","","Intermissional Ages","Low Ares","coast-vibe rome-vagabond","extremely zoomed out view","grunty","thug","","1","3","1","0","Medium","Light","","","","","large","walkway","Hutch Murkplex","by Fritz Lang, by Arkhip Kuindzhi, by Barclay Shaw, in the style of Resident Evil 4","","a  coast-vibe rome-vagabond grunty thug  in a large walkway, stupid, powerful, embarrassing, useless, by Fritz Lang, by Arkhip Kuindzhi, by Barclay Shaw, in the style of Resident Evil 4 --dd","https://www.midjourney.com/app/jobs/668cd198-a72f-41f9-95d4-882a5fdc3cb0/","https://media.discordapp.net/attachments/1010678628352262184/1121637437685370940/acrownofmoths_a_coast-vibe_rome-vagabond_grunty_knight_in_a_lar_668cd198-a72f-41f9-95d4-882a5fdc3cb0.png","668cd198-a72f-41f9-95d4-882a5fdc3cb0","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","powerful","embarrassing","useless","","","",""
"Caravan Lizard","","","","Age of Resurrection","Saltchasers","salt-industrial drought-juggalo","aerial view","clammy","leviathan","","3","2","3","1","Heavy","Medium","","","","","cursed","tundra","Jek So","Homestuck, by Aaron Horkey, photograph, beautiful, classy","","a  salt-industrial drought-juggalo clammy leviathan  in a cursed tundra, genius, strong, charismatic, clumsy, Homestuck, by Aaron Horkey, photograph, beautiful, classy --dd","https://www.midjourney.com/app/jobs/0ca8f530-8e34-40f2-9891-ce314b29698d/","https://media.discordapp.net/attachments/1010678628352262184/1121639128325423125/acrownofmoths_a_salt-industrial_drought-juggalo_clammy_leviatha_0ca8f530-8e34-40f2-9891-ce314b29698d.png","0ca8f530-8e34-40f2-9891-ce314b29698d","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","genius","strong","charismatic","clumsy","","","",""
"Research Assistant","","","","Intermissional Ages","Secorras Rovers","concrete-collapse pale-rover","panorama view","electric","abomination","","2","2","1","3","Medium","Heavy","","","","","otherworldly","research lab","Kadia Lompern","in the style of World of Warcraft and Fallout, by Jenny Beard, IMAX, bizarro speedpaint","","a  concrete-collapse pale-rover electric abomination  in a otherworldly research lab, smart, strong, embarrassing, skilled, in the style of World of Warcraft and Fallout, by Jenny Beard, IMAX, bizarro speedpaint --dd","https://www.midjourney.com/app/jobs/307fbe66-3fe6-4436-9bb8-cdeaf977b93d/","https://media.discordapp.net/attachments/1010678628352262184/1121648331618271252/acrownofmoths_a_concrete-collapse_pale-rover_electric_abominati_307fbe66-3fe6-4436-9bb8-cdeaf977b93d.png","307fbe66-3fe6-4436-9bb8-cdeaf977b93d","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","strong","embarrassing","skilled","","","",""
"Ashen Mistwalker","","The Worldsplitter","ashen","High Ages","The Seething Sea","mist-depths hollow-berg","","ice","crab monster","","2","3","1","1","Heavy","Heavy","","","","","off-putting","birch forest","Olli The Troublesome","by Anna Firth, in the style of Firewatch (2016), by Greg Tocchini, in the style of Over The Garden Wall, animated movie","","a ashen mist-depths hollow-berg ice crab monster  in a off-putting birch forest, smart, powerful, embarrassing, clumsy, by Anna Firth, in the style of Firewatch (2016), by Greg Tocchini, in the style of Over The Garden Wall, animated movie --dd","https://www.midjourney.com/app/jobs/3d923b65-adc0-4235-beaa-ab66237cd788/","https://cdn.midjourney.com/a77e77be-112b-47d2-8b60-2797e12c14d5/0_3.png","3d923b65-adc0-4235-beaa-ab66237cd788","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","smart","powerful","embarrassing","clumsy","","","",""
"Aggressive Gribsal","","The Worldsplitter","aggressive","High Ages","The Seething Sea","mist-depths hollow-berg","","pale","pterodactyl","","1","2","0","1","Light","Light","One of many reasons the Seething Sea is mostly uninhabited.","Exudes a paralysing poison from its flexible beak.","","","hideous","cliff","Paladius Stex","Lore Olympus, by Raina Telgemeier, by Erté","","a aggressive mist-depths hollow-berg pale pterodactyl  in a hideous cliff, stupid, strong, repulsive, clumsy, Lore Olympus, by Raina Telgemeier, by Erté --dd","","https://cdn.midjourney.com/5dd05cbc-f0ad-46bb-9ad1-87ebc7c1a4a4/0_0.png","","","kdjvkdjfkdjkfjdkfjdkfjdkfjdkjfdfjdjkfdjdkjfdfdfdfd klvldkldklfdfgfgfgfgfgfgfcvcd","stupid","strong","repulsive","clumsy","","","",""
